title,property,value
Lark Sparrow,Has PIF Pop Est,10638361
Lark Sparrow,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Lark Sparrow,Has Scientific Name,Chondestes grammacus
Lark Sparrow,Has Species Taxonomy,grammacus
Lark Sparrow,Has WAP15 ID,ncwap15-spp-lark-sparrow
Lark Sparrow,Is NC Present,NC
Lark Sparrow,Was WAP Evaluated,true
Laughing Gull,Has AOS4 Code,LAGU
Laughing Gull,Has AOS59 Code,576
Laughing Gull,Has AOS6 Code,LEUATC
Laughing Gull,Has AOS60 Code,1990
Laughing Gull,Has Avibase Code,6CDC3C9C8B50EA71
Laughing Gull,Has Common Name,Laughing Gull
Laughing Gull,Has eBird Code,laugul
Laughing Gull,Has Family,Laridae
Laughing Gull,Has Genus,Leucophaeus
Laughing Gull,Has Order,Charadriiformes
Laughing Gull,Has PIF Pop Est,684463
Laughing Gull,Has Plan,Conservation Plan For The American Oystercatcher 2007
Laughing Gull,Has Plan,North American Waterbird Conservation Plan 2002
Laughing Gull,Has Plan,Red Knot Conservation Plan For The Western Hemisphere 2010
Laughing Gull,Has Plan,South Atlantic Migratory Bird Initiative Implementation Plan 2008
Laughing Gull,Has Plan,Status Review And Conservation Recommendations For The Gull-Billed Tern In North America 2010
Laughing Gull,Has Scientific Name,Leucophaeus atricilla
Laughing Gull,Has Species Taxonomy,atricilla
Laughing Gull,Has WAP15 ID,ncwap15-spp-laughing-gull
Laughing Gull,Is NC Present,NC
Laughing Gull,Present Breeding,true
Laughing Gull,Present Wintering,true
Laughing Gull,Was WAP Evaluated,true
Least Flycatcher,Has AOS4 Code,LEFL
Least Flycatcher,Has AOS59 Code,1307
Least Flycatcher,Has AOS6 Code,EMPMIN
Least Flycatcher,Has AOS60 Code,1143
Least Flycatcher,Has Avibase Code,F5837054F30BA49D
Least Flycatcher,Has Common Name,Least Flycatcher
Least Flycatcher,Has eBird Code,leafly
Least Flycatcher,Has Family,Tyrannidae
Least Flycatcher,Has Genus,Empidonax
Least Flycatcher,Has Habitat,Montane Oak Forests
Least Flycatcher,Has Habitat,Northern Hardwood Forests
Least Flycatcher,Has Order,Passeriformes
Least Flycatcher,Has PIF Half Life,42
Least Flycatcher,Has PIF Pop Est,27244220
Least Flycatcher,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Least Flycatcher,Has Scientific Name,Empidonax minimus
Least Flycatcher,Has Species Taxonomy,minimus
Least Flycatcher,Has WAP15 ID,ncwap15-spp-least-flycatcher
Least Flycatcher,Is NC Present,NC
Least Flycatcher,Is WAP Knowledge Concern,true
Least Flycatcher,Present Breeding,true
Least Flycatcher,Was WAP Evaluated,true
Least Sandpiper,Has AOS4 Code,LESA
Least Sandpiper,Has AOS59 Code,502
Least Sandpiper,Has AOS6 Code,CALMIL
Least Sandpiper,Has AOS60 Code,435
Least Sandpiper,Has Avibase Code,A47B0BD448AA34E0
Least Sandpiper,Has Common Name,Least Sandpiper
Least Sandpiper,Has eBird Code,leasan
Least Sandpiper,Has Family,Scolopacidae
Least Sandpiper,Has Genus,Calidris
Least Sandpiper,Has Habitat,"Sand, Shell, and Wrack Active Shoreline"
Least Sandpiper,Has Order,Charadriiformes
Least Sandpiper,Has PIF Pop Est,700000
Least Sandpiper,Has Plan,South Atlantic Migratory Bird Initiative Implementation Plan 2008
Least Sandpiper,Has Scientific Name,Calidris minutilla
Least Sandpiper,Has Species Taxonomy,minutilla
Least Sandpiper,Has WAP15 ID,ncwap15-spp-least-sandpiper
Least Sandpiper,Is NC Present,NC
Least Sandpiper,Present Wintering,true
Least Sandpiper,Was WAP Evaluated,true
Least Tern,Has AOS4 Code,LETE
Least Tern,Has AOS59 Code,604
Least Tern,Has AOS6 Code,STEANT
Least Tern,Has AOS60 Code,491
Least Tern,Has Audubon Conservation Plan,true
Least Tern,Has Avibase Code,BE78E765F1DA8123
Least Tern,Has Common Name,Least Tern
Least Tern,Has eBird Code,leater1
Least Tern,Has Family,Laridae
Least Tern,Has Genus,Sternula
Least Tern,Has Habitat,Freshwater Tidal Wetlands
Least Tern,Has Habitat,Maritime Forests
Least Tern,Has Habitat,Maritime Grasslands
Least Tern,Has Habitat,"Sand, Shell, and Wrack Active Shoreline"
Least Tern,Has Habitat,Estuarine Wetland Communities
Least Tern,Has Order,Charadriiformes
Least Tern,Has PIF Pop Est,51692
Least Tern,Has Plan,North American Waterbird Conservation Plan 2002
Least Tern,Has Plan,Piping Plover 5 Year Review 2020
Least Tern,Has Plan,South Atlantic Migratory Bird Initiative Implementation Plan 2008
Least Tern,Has Plan,Status Review And Conservation Recommendations For The Gull-Billed Tern In North America 2010
Least Tern,Has Scientific Name,Sternula antillarum
Least Tern,Has Species Taxonomy,antillarum
Least Tern,Has State Status,special concern
Least Tern,Has WAP15 ID,ncwap15-spp-least-tern
Least Tern,Is Audubon Priority,true
Least Tern,Is NC Present,NC
Least Tern,Is SGCN,true
Least Tern,Is WAP Management Concern,true
Least Tern,Present Breeding,true
Least Tern,Was WAP Evaluated,true
Least Tern,Has Habitat,Estuarine Aquatic Communities
Least Tern,Has Habitat,Large River Systems
Least Tern,Has Priority,NCWAP 2015 Monitoring Priority 370
LeConte's Sparrow,Has AOS4 Code,LCSP
LeConte's Sparrow,Has AOS59 Code,1846
LeConte's Sparrow,Has AOS6 Code,AMMLEC
LeConte's Sparrow,Has AOS60 Code,13261
LeConte's Sparrow,Has Avibase Code,B656B15D2F2ADF96
LeConte's Sparrow,Has Common Name,LeConte's Sparrow
LeConte's Sparrow,Has eBird Code,lecspa
LeConte's Sparrow,Has Family,Passerellidae
LeConte's Sparrow,Has Genus,Ammospiza
LeConte's Sparrow,Has Habitat,Estuarine Wetland Communities
LeConte's Sparrow,Has Habitat,Floodplains-Blackwater Systems
LeConte's Sparrow,Has Habitat,Maritime Grasslands
LeConte's Sparrow,Has Habitat,Pocosins
LeConte's Sparrow,Has Habitat,Successional Communities
LeConte's Sparrow,Has Habitat,Successional Communities
LeConte's Sparrow,Has Habitat,Successional Communities
LeConte's Sparrow,Has Habitat,Successional Communities
LeConte's Sparrow,Has Habitat,Wet Pine Savannas
LeConte's Sparrow,Has Order,Passeriformes
LeConte's Sparrow,Has PIF Half Life,43
LeConte's Sparrow,Has PIF Pop Est,5128134
LeConte's Sparrow,Has Plan,South Atlantic Migratory Bird Initiative Implementation Plan 2008
LeConte's Sparrow,Has Scientific Name,Ammospiza leconteii
LeConte's Sparrow,Has Species Taxonomy,leconteii
LeConte's Sparrow,Has WAP15 ID,ncwap15-spp-le-contes-sparrow
LeConte's Sparrow,Is NC Present,NC
LeConte's Sparrow,Is SGCN,true
LeConte's Sparrow,Is WAP Knowledge Concern,true
LeConte's Sparrow,Present Wintering,true
LeConte's Sparrow,Was WAP Evaluated,true
LeConte's Sparrow,Has Habitat,Stream Swamps
Lesser Scaup,Has AOS4 Code,LESC
Lesser Scaup,Has AOS59 Code,60
Lesser Scaup,Has AOS6 Code,AYTAFF
Lesser Scaup,Has AOS60 Code,56
Lesser Scaup,Has Avibase Code,50566E50C91B8686
Lesser Scaup,Has Common Name,Lesser Scaup
Lesser Scaup,Has eBird Code,lessca
Lesser Scaup,Has Family,Anatidae
Lesser Scaup,Has Genus,Aythya
Lesser Scaup,Has Habitat,Freshwater Tidal Wetlands
Lesser Scaup,Has Habitat,Maritime Forests
Lesser Scaup,Has Habitat,Estuarine Wetland Communities
Lesser Scaup,Has Order,Anseriformes
Lesser Scaup,Has PIF Pop Est,2626619
Lesser Scaup,Has Plan,South Atlantic Migratory Bird Initiative Implementation Plan 2008
Lesser Scaup,Has Scientific Name,Aythya affinis
Lesser Scaup,Has Species Taxonomy,affinis
Lesser Scaup,Has WAP15 ID,ncwap15-spp-lesser-scaup
Lesser Scaup,Is NC Present,NC
Lesser Scaup,Is WAP Management Concern,true
Lesser Scaup,Present Wintering,true
Lesser Scaup,Was WAP Evaluated,true
Lesser Scaup,Has Plan,Understanding Declines In The Rusty Blackbird - An Indicator Of Wooded Wetland Health 2005
Lesser Scaup,Has Habitat,Estuarine Aquatic Communities
Lesser Scaup,Has Habitat,Large River Systems
Lesser Scaup,Has Habitat,Natural Lakes
Lesser Scaup,Has Habitat,Reservoirs and Impoundments
Lesser Yellowlegs,Has AOS4 Code,LEYE
Lesser Yellowlegs,Has AOS59 Code,524
Lesser Yellowlegs,Has AOS6 Code,TRIFLA
Lesser Yellowlegs,Has AOS60 Code,406
Lesser Yellowlegs,Has Avibase Code,2C7A2673444BECF0
Lesser Yellowlegs,Has Common Name,Lesser Yellowlegs
Lesser Yellowlegs,Has eBird Code,lesyel
Lesser Yellowlegs,Has Family,Scolopacidae
Lesser Yellowlegs,Has Genus,Tringa
Lesser Yellowlegs,Has Habitat,Floodplains-Blackwater Systems
Lesser Yellowlegs,Has Habitat,Floodplains-Inland Systems
Lesser Yellowlegs,Has Habitat,Freshwater Tidal Wetlands
Lesser Yellowlegs,Has Habitat,Maritime Forests
Lesser Yellowlegs,Has Habitat,"Sand, Shell, and Wrack Active Shoreline"
Lesser Yellowlegs,Has Habitat,Estuarine Wetland Communities
Lesser Yellowlegs,Has Habitat,Upland Pools and Depressions
Lesser Yellowlegs,Has Habitat,Upland Seepages and Spray Cliffs
Lesser Yellowlegs,Has Order,Charadriiformes
Lesser Yellowlegs,Has PIF Pop Est,660000
Lesser Yellowlegs,Has Plan,Atlantic Flyway Shorebird Business Strategy 2013
Lesser Yellowlegs,Has Plan,South Atlantic Migratory Bird Initiative Implementation Plan 2008
Lesser Yellowlegs,Has Scientific Name,Tringa flavipes
Lesser Yellowlegs,Has Species Taxonomy,flavipes
Lesser Yellowlegs,Has WAP15 ID,ncwap15-spp-lesser-yellowlegs
Lesser Yellowlegs,Is NC Present,NC
Lesser Yellowlegs,Is WAP Knowledge Concern,true
Lesser Yellowlegs,Present Wintering,true
Lesser Yellowlegs,Was WAP Evaluated,true
Lesser Yellowlegs,Has Plan,Understanding Declines In The Rusty Blackbird - An Indicator Of Wooded Wetland Health 2005
Lesser Yellowlegs,Has Habitat,Estuarine Aquatic Communities
Lesser Yellowlegs,Has Habitat,Large River Systems
Lesser Yellowlegs,Has Habitat,Medium River Systems
Lesser Yellowlegs,Has Habitat,Natural Lakes
Lesser Yellowlegs,Has Habitat,Reservoirs and Impoundments
Lincoln's Sparrow,Has AOS4 Code,LISP
Lincoln's Sparrow,Has AOS59 Code,1853
Lincoln's Sparrow,Has AOS6 Code,MELLIN
Lincoln's Sparrow,Has AOS60 Code,1723
Lincoln's Sparrow,Has Avibase Code,AF49F8903B6DC7A5
Lincoln's Sparrow,Has Common Name,Lincoln's Sparrow
Lincoln's Sparrow,Has eBird Code,linspa
Lincoln's Sparrow,Has Family,Passerellidae
Lincoln's Sparrow,Has Genus,Melospiza
Lincoln's Sparrow,Has Habitat,Successional Communities
Lincoln's Sparrow,Has Habitat,Successional Communities
Lincoln's Sparrow,Has Habitat,Successional Communities
Lincoln's Sparrow,Has Habitat,Successional Communities
Lincoln's Sparrow,Has Habitat,Successional Communities
Lincoln's Sparrow,Has Habitat,Successional Communities
Lincoln's Sparrow,Has Habitat,Successional Communities
Lincoln's Sparrow,Has Habitat,Successional Communities
Lincoln's Sparrow,Has Order,Passeriformes
Lincoln's Sparrow,Has PIF Pop Est,88078735
Lincoln's Sparrow,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Lincoln's Sparrow,Has Scientific Name,Melospiza lincolnii
Lincoln's Sparrow,Has Species Taxonomy,lincolnii
Lincoln's Sparrow,Has WAP15 ID,ncwap15-spp-lincolns-sparrow
Lincoln's Sparrow,Is NC Present,NC
Lincoln's Sparrow,Is SGCN,true
Lincoln's Sparrow,Present Wintering,true
Lincoln's Sparrow,Was WAP Evaluated,true
Little Blue Heron,Has AOS4 Code,LBHE
Little Blue Heron,Has AOS59 Code,745
Little Blue Heron,Has AOS6 Code,EGRCAE
Little Blue Heron,Has AOS60 Code,233
Little Blue Heron,Has Avibase Code,11512CF46992C660
Little Blue Heron,Has Common Name,Little Blue Heron
Little Blue Heron,Has eBird Code,libher
Little Blue Heron,Has Family,Ardeidae
Little Blue Heron,Has Genus,Egretta
Little Blue Heron,Has Habitat,Estuarine Wetland Communities
Little Blue Heron,Has Habitat,Freshwater Tidal Wetlands
Little Blue Heron,Has Order,Pelecaniformes
Little Blue Heron,Has PIF Pop Est,270582
Little Blue Heron,Has Plan,North American Waterbird Conservation Plan 2002
Little Blue Heron,Has Plan,South Atlantic Migratory Bird Initiative Implementation Plan 2008
Little Blue Heron,Has Scientific Name,Egretta caerulea
Little Blue Heron,Has Species Taxonomy,caerulea
Little Blue Heron,Has State Status,special concern
Little Blue Heron,Has WAP15 ID,ncwap15-spp-little-blue-heron
Little Blue Heron,Is NC Present,NC
Little Blue Heron,Is SGCN,true
Little Blue Heron,Is WAP Management Concern,true
Little Blue Heron,Present Breeding,true
Little Blue Heron,Present Wintering,true
Little Blue Heron,Was WAP Evaluated,true
Little Blue Heron,Has Habitat,Natural Lakes
Little Blue Heron,Has Habitat,Reservoirs and Impoundments
Little Blue Heron,Has Habitat,Stream Swamps
Loggerhead Shrike,Has AOS4 Code,LOSH
Loggerhead Shrike,Has AOS59 Code,1325
Loggerhead Shrike,Has AOS6 Code,LANLUD
Loggerhead Shrike,Has AOS60 Code,1230
Loggerhead Shrike,Has Avibase Code,36171C2B964AD4D0
Loggerhead Shrike,Has Common Name,Loggerhead Shrike
Loggerhead Shrike,Has eBird Code,logshr
Loggerhead Shrike,Has Family,Laniidae
Loggerhead Shrike,Has Genus,Lanius
Loggerhead Shrike,Has Habitat,Dry Longleaf Pine Communities
Loggerhead Shrike,Has Habitat,Successional Communities
Loggerhead Shrike,Has Habitat,Successional Communities
Loggerhead Shrike,Has Habitat,Successional Communities
Loggerhead Shrike,Has Habitat,Successional Communities
Loggerhead Shrike,Has Habitat,Successional Communities
Loggerhead Shrike,Has Habitat,Successional Communities
Loggerhead Shrike,Has Order,Passeriformes
Loggerhead Shrike,Has PIF Half Life,24
Loggerhead Shrike,Has PIF Pop Est,4557457
Loggerhead Shrike,Has Plan,Golden-Winged Warbler Status Review And Conservation Plan 2012
Loggerhead Shrike,Has Plan,Golden-winged WarblerStatus Review And Conservation Plan 2012
Loggerhead Shrike,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Loggerhead Shrike,Has Plan,South Atlantic Migratory Bird Initiative Implementation Plan 2008
Loggerhead Shrike,Has Plan,Status Assessment And Conservation For The Grasshopper Sparrow 2015
Loggerhead Shrike,Has Scientific Name,Lanius ludovicianus
Loggerhead Shrike,Has Species Taxonomy,ludovicianus
Loggerhead Shrike,Has State Status,special concern
Loggerhead Shrike,Has WAP15 ID,ncwap15-spp-loggerhead-shrike
Loggerhead Shrike,Is NC Present,NC
Loggerhead Shrike,Is SGCN,true
Loggerhead Shrike,Is WAP Knowledge Concern,true
Loggerhead Shrike,Present Breeding,true
Loggerhead Shrike,Present Wintering,true
Loggerhead Shrike,Was WAP Evaluated,true
Loggerhead Shrike,Has Plan,Understanding Declines In The Rusty Blackbird - An Indicator Of Wooded Wetland Health 2005
Loggerhead Shrike,Has Organization,Loggerhead Shrike Working Group
Long-billed Dowitcher,Has AOS4 Code,LBDO
Long-billed Dowitcher,Has AOS59 Code,509
Long-billed Dowitcher,Has AOS6 Code,LIMSCO
Long-billed Dowitcher,Has AOS60 Code,450
Long-billed Dowitcher,Has Avibase Code,CB343E43E8CAF303
Long-billed Dowitcher,Has Common Name,Long-billed Dowitcher
Long-billed Dowitcher,Has eBird Code,lobdow
Long-billed Dowitcher,Has Family,Scolopacidae
Long-billed Dowitcher,Has Genus,Limnodromus
Long-billed Dowitcher,Has Habitat,Estuarine Wetland Communities
Long-billed Dowitcher,Has Habitat,Freshwater Tidal Wetlands
Long-billed Dowitcher,Has Habitat,"Sand, Shell, and Wrack Active Shoreline"
Long-billed Dowitcher,Has Order,Charadriiformes
Long-billed Dowitcher,Has PIF Pop Est,500000
Long-billed Dowitcher,Has Scientific Name,Limnodromus scolopaceus
Long-billed Dowitcher,Has Species Taxonomy,scolopaceus
Long-billed Dowitcher,Has WAP15 ID,ncwap15-spp-long-billed-dowitcher
Long-billed Dowitcher,Is NC Present,NC
Long-billed Dowitcher,Is WAP Knowledge Concern,true
Long-billed Dowitcher,Is WAP Management Concern,true
Long-billed Dowitcher,Present Wintering,true
Long-billed Dowitcher,Was WAP Evaluated,true
Long-billed Dowitcher,Has Habitat,Natural Lakes
Long-billed Dowitcher,Has Habitat,Reservoirs and Impoundments
Long-tailed Duck,Has AOS4 Code,LTDU
Long-tailed Duck,Has AOS59 Code,71
Long-tailed Duck,Has AOS6 Code,CLAHYE
Long-tailed Duck,Has AOS60 Code,66
Long-tailed Duck,Has Avibase Code,AF0C7BDEC7CEBAAC
Long-tailed Duck,Has Common Name,Long-tailed Duck
Long-tailed Duck,Has eBird Code,lotduc
Long-tailed Duck,Has Family,Anatidae
Long-tailed Duck,Has Genus,Clangula
Long-tailed Duck,Has Habitat,Estuarine Wetland Communities
Long-tailed Duck,Has Order,Anseriformes
Long-tailed Duck,Has PIF Pop Est,1000000
Long-tailed Duck,Has Scientific Name,Clangula hyemalis
Long-tailed Duck,Has Species Taxonomy,hyemalis
Long-tailed Duck,Has WAP15 ID,ncwap15-spp-long-tailed-duck
Long-tailed Duck,Is NC Present,NC
Long-tailed Duck,Is SGCN,true
Long-tailed Duck,Is WAP Management Concern,true
Long-tailed Duck,Present Wintering,true
Long-tailed Duck,Was WAP Evaluated,true
Long-tailed Duck,Has Habitat,Estuarine Aquatic Communities
Louisiana Waterthrush,Has AOS4 Code,LOWA
Louisiana Waterthrush,Has AOS59 Code,1949
Louisiana Waterthrush,Has AOS6 Code,PARMOT
Louisiana Waterthrush,Has AOS60 Code,1582
Louisiana Waterthrush,Has Avibase Code,7AB0F3A4A62BD4BF
Louisiana Waterthrush,Has Common Name,Louisiana Waterthrush
Louisiana Waterthrush,Has eBird Code,louwat
Louisiana Waterthrush,Has Family,Parulidae
Louisiana Waterthrush,Has Genus,Parkesia
Louisiana Waterthrush,Has Habitat,Floodplains-Brownwater Systems
Louisiana Waterthrush,Has Habitat,Floodplains-Inland Systems
Louisiana Waterthrush,Has Habitat,Upland Pools and Depressions
Louisiana Waterthrush,Has Habitat,Floodplains-Blackwater Systems
Louisiana Waterthrush,Has Order,Passeriformes
Louisiana Waterthrush,Has PIF Pop Est,446545
Louisiana Waterthrush,Has Plan,Conservation Action Plan For Bicknell's Thrush 2010
Louisiana Waterthrush,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Louisiana Waterthrush,Has Plan,South Atlantic Migratory Bird Initiative Implementation Plan 2008
Louisiana Waterthrush,Has Scientific Name,Parkesia motacilla
Louisiana Waterthrush,Has Species Taxonomy,motacilla
Louisiana Waterthrush,Has WAP15 ID,ncwap15-spp-louisiana-waterthrush
Louisiana Waterthrush,Is NC Present,NC
Louisiana Waterthrush,Is SGCN,true
Louisiana Waterthrush,Present Breeding,true
Louisiana Waterthrush,Was WAP Evaluated,true
Louisiana Waterthrush,Has Habitat,Small River Systems/Large Creeks
Magnolia Warbler,Has AOS4 Code,MAWA
Magnolia Warbler,Has AOS59 Code,1989
Magnolia Warbler,Has AOS6 Code,SETMAG
Magnolia Warbler,Has AOS60 Code,1547
Magnolia Warbler,Has Avibase Code,1E82CE1ECC54F928
Magnolia Warbler,Has Common Name,Magnolia Warbler
Magnolia Warbler,Has eBird Code,magwar
Magnolia Warbler,Has Family,Parulidae
Magnolia Warbler,Has Genus,Setophaga
Magnolia Warbler,Has Habitat,Spruce-Fir Forest
Magnolia Warbler,Has Order,Passeriformes
Magnolia Warbler,Has PIF Pop Est,38757259
Magnolia Warbler,Has Plan,Golden-Winged Warbler Status Review And Conservation Plan 2012
Magnolia Warbler,Has Plan,Golden-winged WarblerStatus Review And Conservation Plan 2012
Magnolia Warbler,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Magnolia Warbler,Has Scientific Name,Setophaga magnolia
Magnolia Warbler,Has Species Taxonomy,magnolia
Magnolia Warbler,Has WAP15 ID,ncwap15-spp-magnolia-warbler
Magnolia Warbler,Is NC Present,NC
Magnolia Warbler,Is WAP Knowledge Concern,true
Magnolia Warbler,Present Breeding,true
Magnolia Warbler,Was WAP Evaluated,true
Marbled Godwit,Has AOS4 Code,MAGO
Marbled Godwit,Has AOS59 Code,481
Marbled Godwit,Has AOS6 Code,LIMFED
Marbled Godwit,Has AOS60 Code,422
Marbled Godwit,Has Avibase Code,249AE8DFD7F51354
Marbled Godwit,Has Common Name,Marbled Godwit
Marbled Godwit,Has eBird Code,margod
Marbled Godwit,Has Family,Scolopacidae
Marbled Godwit,Has Genus,Limosa
Marbled Godwit,Has Habitat,Estuarine Wetland Communities
Marbled Godwit,Has Habitat,Maritime Forests
Marbled Godwit,Has Habitat,"Sand, Shell, and Wrack Active Shoreline"
Marbled Godwit,Has Habitat,Freshwater Tidal Wetlands
Marbled Godwit,Has Order,Charadriiformes
Marbled Godwit,Has PIF Pop Est,174000
Marbled Godwit,Has Plan,Atlantic Flyway Shorebird Business Strategy 2013
